test_id,model,startTimestamp,endTimestamp,dataset,datasetSize,threads,graphElapsedTime,tsElapsedTime,elapsedTime,numMachines,storage
7f3e579a-d06c-44ac-a011-574ee6d525db,STGraph,1757347202,1757347277,smartbench,small,100,35861,39061,74922,1,18
7f3e579a-d06c-44ac-a011-574ee6d525db,STGraph,1757347292,1757347368,smartbench,small,100,34547,41373,75920,1,18
7f3e579a-d06c-44ac-a011-574ee6d525db,STGraph,1757347385,1757347458,smartbench,small,100,34554,39126,73680,1,18
17e6513b-249e-4b50-ab85-e1aa34892488,STGraph,1757347549,1757347902,smartbench,large,1,89872,263356,353228,1,32
17e6513b-249e-4b50-ab85-e1aa34892488,STGraph,1757347952,1757348280,smartbench,large,1,71159,257210,328369,1,32
17e6513b-249e-4b50-ab85-e1aa34892488,STGraph,1757348338,1757348674,smartbench,large,1,72672,263783,336455,1,32
17e6513b-249e-4b50-ab85-e1aa34892488,STGraph,1757348708,1757349048,smartbench,large,1,74419,265865,340284,1,32
17e6513b-249e-4b50-ab85-e1aa34892488,STGraph,1757349072,1757349405,smartbench,large,1,72077,260657,332734,1,32
ccfc6a9d-e5a7-4d1d-87d8-44e8fbe2c3cc,STGraph,1757350021,1757350335,smartbench,large,2,73503,239761,313264,1,32
ccfc6a9d-e5a7-4d1d-87d8-44e8fbe2c3cc,STGraph,1757350387,1757350714,smartbench,large,2,73723,253856,327579,1,32
ccfc6a9d-e5a7-4d1d-87d8-44e8fbe2c3cc,STGraph,1757350744,1757351070,smartbench,large,2,71326,254991,326317,1,32
ccfc6a9d-e5a7-4d1d-87d8-44e8fbe2c3cc,STGraph,1757351099,1757351439,smartbench,large,2,72374,267625,339999,1,32
ccfc6a9d-e5a7-4d1d-87d8-44e8fbe2c3cc,STGraph,1757351465,1757351780,smartbench,large,2,72629,241831,314460,1,32
043fe714-af09-4340-838d-97dc68a60470,STGraph,1757352096,1757352409,smartbench,large,4,74102,238677,312779,1,32
043fe714-af09-4340-838d-97dc68a60470,STGraph,1757352440,1757352764,smartbench,large,4,73425,250594,324019,1,32
043fe714-af09-4340-838d-97dc68a60470,STGraph,1757352793,1757353088,smartbench,large,4,73178,221829,295007,1,32
043fe714-af09-4340-838d-97dc68a60470,STGraph,1757353147,1757353454,smartbench,large,4,69478,237510,306988,1,32
043fe714-af09-4340-838d-97dc68a60470,STGraph,1757353507,1757353813,smartbench,large,4,72874,233900,306774,1,32
ee964957-5d03-467c-91fc-5e4cb63463f1,STGraph,1757354011,1757354289,smartbench,large,6,72858,204791,277649,1,32
ee964957-5d03-467c-91fc-5e4cb63463f1,STGraph,1757354350,1757354630,smartbench,large,6,70531,209494,280025,1,32
ee964957-5d03-467c-91fc-5e4cb63463f1,STGraph,1757354685,1757354960,smartbench,large,6,70745,203722,274467,1,32
ee964957-5d03-467c-91fc-5e4cb63463f1,STGraph,1757354985,1757355268,smartbench,large,6,70983,212478,283461,1,32
ee964957-5d03-467c-91fc-5e4cb63463f1,STGraph,1757355320,1757355614,smartbench,large,6,75072,218551,293623,1,32
e94fe7e6-36af-4b49-a885-284aed760091,STGraph,1757355763,1757356043,smartbench,large,8,73263,206106,279369,1,32
e94fe7e6-36af-4b49-a885-284aed760091,STGraph,1757356068,1757356340,smartbench,large,8,72335,198904,271239,1,32
e94fe7e6-36af-4b49-a885-284aed760091,STGraph,1757356404,1757356680,smartbench,large,8,72992,203639,276631,1,32
e94fe7e6-36af-4b49-a885-284aed760091,STGraph,1757356746,1757357028,smartbench,large,8,69941,212157,282098,1,32
e94fe7e6-36af-4b49-a885-284aed760091,STGraph,1757357052,1757357326,smartbench,large,8,73794,200577,274371,1,32
567e8064-457a-4424-a2fe-3858a9b3b283,STGraph,1757357466,1757357726,smartbench,large,10,74433,186023,260456,1,32
567e8064-457a-4424-a2fe-3858a9b3b283,STGraph,1757357753,1757358020,smartbench,large,10,72069,194842,266911,1,32
567e8064-457a-4424-a2fe-3858a9b3b283,STGraph,1757358079,1757358339,smartbench,large,10,72277,187167,259444,1,32
567e8064-457a-4424-a2fe-3858a9b3b283,STGraph,1757358365,1757358646,smartbench,large,10,73111,208096,281207,1,32
567e8064-457a-4424-a2fe-3858a9b3b283,STGraph,1757358684,1757358939,smartbench,large,10,70545,183943,254488,1,32
96864f0d-08af-4b31-9205-24cb1561a527,STGraph,1757359068,1757359322,smartbench,large,12,74148,179747,253895,1,32
96864f0d-08af-4b31-9205-24cb1561a527,STGraph,1757359393,1757359638,smartbench,large,12,72014,172826,244840,1,32
96864f0d-08af-4b31-9205-24cb1561a527,STGraph,1757359676,1757359939,smartbench,large,12,76201,187204,263405,1,32
96864f0d-08af-4b31-9205-24cb1561a527,STGraph,1757360008,1757360259,smartbench,large,12,73910,177743,251653,1,32
96864f0d-08af-4b31-9205-24cb1561a527,STGraph,1757360286,1757360532,smartbench,large,12,71513,174535,246048,1,32
c62ff069-a709-44b5-94c7-6c47d0eabda4,STGraph,1757360660,1757360898,smartbench,large,16,73980,163855,237835,1,32
c62ff069-a709-44b5-94c7-6c47d0eabda4,STGraph,1757360970,1757361202,smartbench,large,16,73091,158869,231960,1,32
c62ff069-a709-44b5-94c7-6c47d0eabda4,STGraph,1757361235,1757361467,smartbench,large,16,71157,160748,231905,1,32
c62ff069-a709-44b5-94c7-6c47d0eabda4,STGraph,1757361493,1757361729,smartbench,large,16,74420,161327,235747,1,32
c62ff069-a709-44b5-94c7-6c47d0eabda4,STGraph,1757361818,1757362054,smartbench,large,16,72712,163340,236052,1,32
f6861301-0c35-40c2-9835-67b74f1339df,STGraph,1757362179,1757362411,smartbench,large,20,73135,158927,232062,1,32
f6861301-0c35-40c2-9835-67b74f1339df,STGraph,1757362442,1757362676,smartbench,large,20,75968,158379,234347,1,32
f6861301-0c35-40c2-9835-67b74f1339df,STGraph,1757362724,1757362957,smartbench,large,20,73618,158956,232574,1,32
f6861301-0c35-40c2-9835-67b74f1339df,STGraph,1757363030,1757363261,smartbench,large,20,71547,158690,230237,1,32
f6861301-0c35-40c2-9835-67b74f1339df,STGraph,1757363289,1757363518,smartbench,large,20,73118,156544,229662,1,32
d9b12930-255a-4e49-acc4-bd986857bfdc,STGraph,1757363645,1757363877,smartbench,large,24,73444,158282,231726,1,32
d9b12930-255a-4e49-acc4-bd986857bfdc,STGraph,1757363921,1757364150,smartbench,large,24,71883,157232,229115,1,32
d9b12930-255a-4e49-acc4-bd986857bfdc,STGraph,1757364220,1757364452,smartbench,large,24,76531,155345,231876,1,32
d9b12930-255a-4e49-acc4-bd986857bfdc,STGraph,1757364487,1757364718,smartbench,large,24,72948,157809,230757,1,32
d9b12930-255a-4e49-acc4-bd986857bfdc,STGraph,1757364760,1757364989,smartbench,large,24,73146,156388,229534,1,32
91737681-dbd2-4f74-86f4-0b31ebc64382,STGraph,1757365121,1757365361,smartbench,large,32,76390,163908,240298,1,32
91737681-dbd2-4f74-86f4-0b31ebc64382,STGraph,1757365430,1757365663,smartbench,large,32,70844,161366,232210,1,32
91737681-dbd2-4f74-86f4-0b31ebc64382,STGraph,1757365697,1757365926,smartbench,large,32,73338,155518,228856,1,32
91737681-dbd2-4f74-86f4-0b31ebc64382,STGraph,1757365994,1757366223,smartbench,large,32,72196,156267,228463,1,32
91737681-dbd2-4f74-86f4-0b31ebc64382,STGraph,1757366291,1757366516,smartbench,large,32,68582,156581,225163,1,32
ce65919e-499a-49a7-ac36-34ca21d232c3,STGraph,1757366645,1757366874,smartbench,large,64,74256,154928,229184,1,32
ce65919e-499a-49a7-ac36-34ca21d232c3,STGraph,1757366949,1757367178,smartbench,large,64,71824,156890,228714,1,32
ce65919e-499a-49a7-ac36-34ca21d232c3,STGraph,1757367263,1757367492,smartbench,large,64,72557,156510,229067,1,32
ce65919e-499a-49a7-ac36-34ca21d232c3,STGraph,1757367564,1757367792,smartbench,large,64,73412,154387,227799,1,32
ce65919e-499a-49a7-ac36-34ca21d232c3,STGraph,1757367861,1757368085,smartbench,large,64,69375,154680,224055,1,32
da84be14-1a69-487d-b191-fe3e69cc6f5a,STGraph,1757368211,1757368440,smartbench,large,100,76061,153144,229205,1,32
da84be14-1a69-487d-b191-fe3e69cc6f5a,STGraph,1757368510,1757368736,smartbench,large,100,72667,153591,226258,1,32
da84be14-1a69-487d-b191-fe3e69cc6f5a,STGraph,1757368832,1757369069,smartbench,large,100,73527,164127,237654,1,32
da84be14-1a69-487d-b191-fe3e69cc6f5a,STGraph,1757369133,1757369362,smartbench,large,100,76272,152594,228866,1,32
da84be14-1a69-487d-b191-fe3e69cc6f5a,STGraph,1757369436,1757369665,smartbench,large,100,75327,153466,228793,1,32
7cf2b4b0-ed1d-49b0-922c-f5450f3d1a5e,STGraph,1757370467,1757374697,smartbench,big,1,361784,3868855,4230639,1,139
7cf2b4b0-ed1d-49b0-922c-f5450f3d1a5e,STGraph,1757374867,1757379462,smartbench,big,1,361420,4233241,4594661,1,139
7cf2b4b0-ed1d-49b0-922c-f5450f3d1a5e,STGraph,1757379605,1757383860,smartbench,big,1,357150,3897828,4254978,1,139
7cf2b4b0-ed1d-49b0-922c-f5450f3d1a5e,STGraph,1757384024,1757388198,smartbench,big,1,368343,3805676,4174019,1,139
7cf2b4b0-ed1d-49b0-922c-f5450f3d1a5e,STGraph,1757388360,1757392940,smartbench,big,1,350824,4229467,4580291,1,139
19e0efc1-2e29-4ffd-89bf-0812f0c0f00a,STGraph,1757397545,1757401713,smartbench,big,2,375213,3793063,4168276,1,139
19e0efc1-2e29-4ffd-89bf-0812f0c0f00a,STGraph,1757401888,1757406031,smartbench,big,2,373616,3769135,4142751,1,139
19e0efc1-2e29-4ffd-89bf-0812f0c0f00a,STGraph,1757406210,1757410461,smartbench,big,2,363341,3887745,4251086,1,139
19e0efc1-2e29-4ffd-89bf-0812f0c0f00a,STGraph,1757410608,1757414608,smartbench,big,2,348367,3650967,3999334,1,139
19e0efc1-2e29-4ffd-89bf-0812f0c0f00a,STGraph,1757414762,1757418933,smartbench,big,2,357985,3813121,4171106,1,139
1b0b0d3a-30fa-4f58-a97f-b8de0f367094,STGraph,1757421676,1757425505,smartbench,big,4,375552,3454118,3829670,1,139
1b0b0d3a-30fa-4f58-a97f-b8de0f367094,STGraph,1757425689,1757429508,smartbench,big,4,361322,3457557,3818879,1,139
1b0b0d3a-30fa-4f58-a97f-b8de0f367094,STGraph,1757429671,1757433492,smartbench,big,4,367955,3453207,3821162,1,139
1b0b0d3a-30fa-4f58-a97f-b8de0f367094,STGraph,1757433644,1757437422,smartbench,big,4,351016,3426507,3777523,1,139
1b0b0d3a-30fa-4f58-a97f-b8de0f367094,STGraph,1757437571,1757441429,smartbench,big,4,373882,3484056,3857938,1,139
3e9bac8f-d536-49a5-b276-590d542a3148,STGraph,1757443349,1757446915,smartbench,big,6,361018,3204728,3565746,1,139
3e9bac8f-d536-49a5-b276-590d542a3148,STGraph,1757447080,1757450637,smartbench,big,6,370162,3186939,3557101,1,139
3e9bac8f-d536-49a5-b276-590d542a3148,STGraph,1757450798,1757454310,smartbench,big,6,353425,3159339,3512764,1,139
3e9bac8f-d536-49a5-b276-590d542a3148,STGraph,1757454449,1757458093,smartbench,big,6,368765,3274563,3643328,1,139
3e9bac8f-d536-49a5-b276-590d542a3148,STGraph,1757458256,1757461810,smartbench,big,6,375871,3178254,3554125,1,139
0a8f336b-fbc8-48cb-9893-3aea07abc4a9,STGraph,1757463437,1757466894,smartbench,big,8,373249,3083697,3456946,1,139
0a8f336b-fbc8-48cb-9893-3aea07abc4a9,STGraph,1757467045,1757470430,smartbench,big,8,370094,3014677,3384771,1,139
0a8f336b-fbc8-48cb-9893-3aea07abc4a9,STGraph,1757470595,1757473918,smartbench,big,8,358621,2964179,3322800,1,139
0a8f336b-fbc8-48cb-9893-3aea07abc4a9,STGraph,1757474101,1757477462,smartbench,big,8,370778,2990610,3361388,1,139
0a8f336b-fbc8-48cb-9893-3aea07abc4a9,STGraph,1757477644,1757481069,smartbench,big,8,363394,3061902,3425296,1,139
392b91cd-62c6-4e58-b5fd-428780536db3,STGraph,1757482557,1757485747,smartbench,big,10,372219,2817010,3189229,1,139
392b91cd-62c6-4e58-b5fd-428780536db3,STGraph,1757485920,1757489108,smartbench,big,10,367582,2820517,3188099,1,139
392b91cd-62c6-4e58-b5fd-428780536db3,STGraph,1757489307,1757492564,smartbench,big,10,370746,2886157,3256903,1,139
392b91cd-62c6-4e58-b5fd-428780536db3,STGraph,1757492744,1757495878,smartbench,big,10,362251,2772461,3134712,1,139
392b91cd-62c6-4e58-b5fd-428780536db3,STGraph,1757496046,1757499274,smartbench,big,10,378169,2849050,3227219,1,139
8e2a91da-df58-4be4-8214-6cf72488ec88,STGraph,1757500712,1757503746,smartbench,big,12,366802,2666358,3033160,1,139
8e2a91da-df58-4be4-8214-6cf72488ec88,STGraph,1757503933,1757507009,smartbench,big,12,371475,2704816,3076291,1,139
8e2a91da-df58-4be4-8214-6cf72488ec88,STGraph,1757507211,1757510231,smartbench,big,12,394460,2625933,3020393,1,139
8e2a91da-df58-4be4-8214-6cf72488ec88,STGraph,1757510441,1757513421,smartbench,big,12,367202,2612645,2979847,1,139
8e2a91da-df58-4be4-8214-6cf72488ec88,STGraph,1757513565,1757516576,smartbench,big,12,379669,2630645,3010314,1,139
c45783c8-99ca-45b0-be71-eef1f42576ae,STGraph,1757518002,1757520889,smartbench,big,16,374338,2512181,2886519,1,139
c45783c8-99ca-45b0-be71-eef1f42576ae,STGraph,1757521036,1757523973,smartbench,big,16,381105,2555851,2936956,1,139
c45783c8-99ca-45b0-be71-eef1f42576ae,STGraph,1757524172,1757527072,smartbench,big,16,381347,2518556,2899903,1,139
c45783c8-99ca-45b0-be71-eef1f42576ae,STGraph,1757527267,1757530160,smartbench,big,16,383809,2509347,2893156,1,139
c45783c8-99ca-45b0-be71-eef1f42576ae,STGraph,1757530322,1757533266,smartbench,big,16,413028,2531017,2944045,1,139
0c4d2fe7-8551-4b1f-9647-ee7b73a699f9,STGraph,1757534654,1757537549,smartbench,big,20,363702,2530892,2894594,1,139
0c4d2fe7-8551-4b1f-9647-ee7b73a699f9,STGraph,1757537913,1757540750,smartbench,big,20,363107,2474706,2837813,1,139
0c4d2fe7-8551-4b1f-9647-ee7b73a699f9,STGraph,1757541081,1757544073,smartbench,big,20,376843,2615028,2991871,1,139
0c4d2fe7-8551-4b1f-9647-ee7b73a699f9,STGraph,1757544420,1757547339,smartbench,big,20,372670,2546928,2919598,1,139
0c4d2fe7-8551-4b1f-9647-ee7b73a699f9,STGraph,1757547637,1757550691,smartbench,big,20,366724,2687591,3054315,1,139
ae4572e7-d122-4cb1-8461-d1fe5659180b,STGraph,1757552096,1757555079,smartbench,big,24,370280,2613024,2983304,1,139
ae4572e7-d122-4cb1-8461-d1fe5659180b,STGraph,1757555426,1757558468,smartbench,big,24,374897,2666757,3041654,1,139
ae4572e7-d122-4cb1-8461-d1fe5659180b,STGraph,1757558770,1757561635,smartbench,big,24,375006,2490454,2865460,1,139
ae4572e7-d122-4cb1-8461-d1fe5659180b,STGraph,1757562070,1757565068,smartbench,big,24,361388,2636717,2998105,1,139
ae4572e7-d122-4cb1-8461-d1fe5659180b,STGraph,1757565456,1757568370,smartbench,big,24,377154,2536240,2913394,1,139
17feecd9-24a4-47af-8f51-99217c45ff64,STGraph,1757569760,1757572976,smartbench,big,32,360856,2855161,3216017,1,139
17feecd9-24a4-47af-8f51-99217c45ff64,STGraph,1757573256,1757576422,smartbench,big,32,368965,2797697,3166662,1,139
17feecd9-24a4-47af-8f51-99217c45ff64,STGraph,1757576714,1757579899,smartbench,big,32,374266,2811066,3185332,1,139
17feecd9-24a4-47af-8f51-99217c45ff64,STGraph,1757580152,1757583122,smartbench,big,32,377732,2591947,2969679,1,139
17feecd9-24a4-47af-8f51-99217c45ff64,STGraph,1757583603,1757586638,smartbench,big,32,374091,2660287,3034378,1,139
6c8b55d5-3e77-415e-bf76-c35fba9db821,STGraph,1757588020,1757591042,smartbench,big,64,386893,2635571,3022464,1,139
6c8b55d5-3e77-415e-bf76-c35fba9db821,STGraph,1757591366,1757594611,smartbench,big,64,375662,2869155,3244817,1,139
6c8b55d5-3e77-415e-bf76-c35fba9db821,STGraph,1757594959,1757597843,smartbench,big,64,383535,2500078,2883613,1,139
6c8b55d5-3e77-415e-bf76-c35fba9db821,STGraph,1757598289,1757601148,smartbench,big,64,379765,2478916,2858681,1,139
6c8b55d5-3e77-415e-bf76-c35fba9db821,STGraph,1757601612,1757604511,smartbench,big,64,394597,2504671,2899268,1,139
a132991f-92de-4d44-a529-01b278f57ae6,STGraph,1757605925,1757608851,smartbench,big,100,384670,2541663,2926333,1,139
a132991f-92de-4d44-a529-01b278f57ae6,STGraph,1757609261,1757612184,smartbench,big,100,380227,2543404,2923631,1,139
a132991f-92de-4d44-a529-01b278f57ae6,STGraph,1757612907,1757615822,smartbench,big,100,366235,2549230,2915465,1,139
a132991f-92de-4d44-a529-01b278f57ae6,STGraph,1757616276,1757619184,smartbench,big,100,385224,2523472,2908696,1,139
a132991f-92de-4d44-a529-01b278f57ae6,STGraph,1757619499,1757622400,smartbench,big,100,370564,2530922,2901486,1,139
b7c82e9c-0878-4001-82b6-3322462c17a0,STGraph,1756894150,1756899750,smartbench,big_long,16,100514,5500256,5600770,4,134
cc4d53dd-cebe-4604-9e7e-6ec646e100c3,STGraph,1756979653,1756983241,smartbench,big_long,16,139477,3447964,3587441,8,134
db1faf1f-54e0-4bc8-b609-fb430ae5d446,STGraph,1756990850,1756994425,smartbench,big_long,16,149332,3425158,3574490,8,134
db1faf1f-54e0-4bc8-b609-fb430ae5d446,STGraph,1756994495,1756998055,smartbench,big_long,16,152548,3408232,3560780,8,134
db1faf1f-54e0-4bc8-b609-fb430ae5d446,STGraph,1756998126,1757001737,smartbench,big_long,16,135435,3475425,3610860,8,134
db1faf1f-54e0-4bc8-b609-fb430ae5d446,STGraph,1757001807,1757005407,smartbench,big_long,16,125987,3473294,3599281,8,134
db1faf1f-54e0-4bc8-b609-fb430ae5d446,STGraph,1757005485,1757008985,smartbench,big_long,16,122925,3376782,3499707,8,134
db1faf1f-54e0-4bc8-b609-fb430ae5d446,STGraph,1757009048,1757012458,smartbench,big_long,16,113030,3297257,3410287,8,134
db1faf1f-54e0-4bc8-b609-fb430ae5d446,STGraph,1757012524,1757016002,smartbench,big_long,16,119803,3357592,3477395,8,134
db1faf1f-54e0-4bc8-b609-fb430ae5d446,STGraph,1757016069,1757019660,smartbench,big_long,16,138005,3452504,3590509,8,134
db1faf1f-54e0-4bc8-b609-fb430ae5d446,STGraph,1757019729,1757023344,smartbench,big_long,16,145775,3469342,3615117,8,134
db1faf1f-54e0-4bc8-b609-fb430ae5d446,STGraph,1757023408,1757027043,smartbench,big_long,16,141280,3493917,3635197,8,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757059078,1757064783,smartbench,big_long,16,108342,5596209,5704551,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757064837,1757070547,smartbench,big_long,16,122168,5587816,5709984,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757070606,1757076314,smartbench,big_long,16,109898,5597542,5707440,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757076380,1757082098,smartbench,big_long,16,119616,5598017,5717633,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757082152,1757087846,smartbench,big_long,16,109026,5584658,5693684,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757087905,1757093617,smartbench,big_long,16,119107,5593289,5712396,4,134
